demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,class,reg_target
0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0,307.7939236
1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0.0,11.89555528
0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0.0,-18.2875779
0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0.0,-265.516553
1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0,-78.11427845
0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0.0,-272.20799139999997
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0.0,-18.07471876
0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0.0,2.010561015
0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,-35.27196051
1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0.0,30.83225892
0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0.0,-122.47542990000001
1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0.0,4.182274702
1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.0,170.5690639
0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.0,45.10607924
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0.0,75.71548956
1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0.0,-25.47714876
0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0,42.5979063
1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0.0,147.44969609999998
0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0.0,130.6370398
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0.0,166.6504854
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0.0,268.1243786
0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0.0,92.59800475
0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0.0,102.03957790000001
0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0.0,-32.21478798
0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0.0,96.41473681
0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0.0,-47.05593965
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,-123.2788564
0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.0,-35.62720158
1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0,-101.04805259999999
1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0.0,46.74445614
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0.0,-63.21520319
0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0,290.592451
0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0.0,73.52055395
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0.0,238.1897153
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0.0,299.571494
1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0.0,116.2743893
1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0.0,35.77982338
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-163.5292567
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0.0,-4.1915720069999995
0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.0,-132.7559147
1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,113.0567347
0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0,129.332144
1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0.0,79.3106685
1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0.0,58.66094482
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-57.18397208
0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0,-137.5189754
1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0,-31.35245781
0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-259.1913501
0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0.0,231.5518894
1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.0,-181.09556030000002
1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0.0,-10.29794977
0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.0,136.32718789999998
0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0.0,81.61653409
0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0.0,-324.8939434
1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0.0,-96.07776056
0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.0,36.87968717
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.0,-147.67361609999998
0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0.0,-102.6099569
0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.0,-41.10954032
0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0.0,60.06701193
0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,11.88437087
0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,-20.39642189
1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0.0,-262.9329568
0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0.0,-139.9223115
1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0.0,233.8543406
1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0.0,167.4628608
1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-132.8902469
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,-66.24480567
0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0.0,-64.18747592
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0.0,352.7191743
0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-193.2371514
0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0.0,35.42315978
0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.0,-199.7534202
0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.0,38.18743063
1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0.0,-88.79221553
1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0.0,-158.8815958
1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0.0,306.31397250000003
0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.0,-111.4981668
1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0.0,-30.30918401
1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-117.69729620000001
0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0.0,54.752249
0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0.0,37.35767678
1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-231.51172599999998
0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-158.0842524
0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,193.98119069999998
0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0.0,-50.51675961
0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0,-125.1942446
1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0.0,6.323791588
0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0.0,33.17964844
0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0.0,18.62145591
0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.0,127.17920559999999
1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-358.8479341
0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0.0,243.9031668
1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.0,99.28702765
1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0.0,-153.7668376
0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0.0,171.20332290000002
0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0.0,-267.089791
1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0.0,111.0401517
1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0.0,-37.86662035
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,197.6135831
1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-170.12982380000003
0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0.0,-136.67930230000002
1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0.0,184.02622250000002
1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0.0,165.00557080000002
1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-147.1389358
0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0.0,118.8644436
1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.0,-3.574881415
1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,24.18819701
0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0.0,-27.87160272
0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0.0,26.41140535
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0,-121.9240737
0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0.0,-162.4925408
0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1.0,-62.91064661
0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0.0,72.04424199
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,-371.9979555
0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-31.427113000000002
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0.0,8.286256904
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,-109.05499420000001
0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.0,94.99278286
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0.0,5.524314525
0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0.0,91.17432843
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0.0,111.45621329999999
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.0,-91.24314282
0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.0,115.8898246
0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0,-279.246916
1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0.0,37.10403173
0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0.0,74.94671788
0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-18.07974749
1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.0,-113.9974871
1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-74.73353449
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0.0,-23.95504362
1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-38.40135084
0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-367.3663315
1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-114.8433991
0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.0,99.05218825
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,48.16243126
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,69.9200341
0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0.0,-60.80274736
1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0.0,-112.69645630000001
1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.0,-120.218893
1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0.0,103.9412295
0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0.0,162.7222925
1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,-120.04321370000001
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,-403.14612289999997
0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0.0,41.82226415
0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0.0,317.815211
0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-0.741757452
0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-10.15722764
1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0.0,161.9059678
0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-195.16090359999998
0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0.0,277.4699168
0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.0,-90.87623215
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.0,30.85793525
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0.0,2.36882638
1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-84.74302288
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0.0,-61.59652958
1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0.0,-127.2285686
1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0.0,29.60928588
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0.0,181.47159209999998
0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0.0,79.44628015
0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0.0,91.24292432
1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0.0,102.306129
0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0.0,180.80037869999998
0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0.0,6.211516855
0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-124.96328009999999
1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0,-226.2610891
0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0.0,-391.4025671
